temperature,time,conectiondeviced,target
26.5,23,MXchip,Normale
28.2,23,MXchip03,Normale
26.6,23,MXchip,Normale
28.29,23,MXchip03,Normale
28.2,23,MXchip03,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
26.5,23,MXchip,Normale
28.29,23,MXchip03,Normale
26.6,23,MXchip,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
28.2,23,MXchip03,Normale
26.5,23,MXchip,Normale
28.29,23,MXchip03,Normale
26.6,23,MXchip,Normale
28.2,23,MXchip03,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
26.5,23,MXchip,Normale
28.29,23,MXchip03,Normale
26.6,23,MXchip,Normale
28.39,23,MXchip03,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
28.29,23,MXchip03,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
28.29,23,MXchip03,Normale
28.2,23,MXchip03,Normale
28.29,23,MXchip03,Normale
28.2,23,MXchip03,Normale
28.29,23,MXchip03,Normale
26.5,23,MXchip,Normale
26.39,23,MXchip,Normale
28.29,23,MXchip03,Normale
28.2,23,MXchip03,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
28.29,23,MXchip03,Normale
28.2,23,MXchip03,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
26.5,23,MXchip,Normale
28.2,23,MXchip03,Normale
26.6,23,MXchip,Normale
28.39,23,MXchip03,Normale
26.5,23,MXchip,Normale
26.39,23,MXchip,Normale
26.5,23,MXchip,Normale
26.39,23,MXchip,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
26.5,23,MXchip,Normale
28.29,23,MXchip03,Normale
28.39,23,MXchip03,Normale
26.6,23,MXchip,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
26.5,23,MXchip,Normale
28.29,23,MXchip03,Normale
28.39,23,MXchip03,Normale
28.29,23,MXchip03,Normale
28.39,23,MXchip03,Normale
28.29,23,MXchip03,Normale
28.39,23,MXchip03,Normale
26.6,23,MXchip,Normale
26.5,23,MXchip,Normale
28.29,23,MXchip03,Normale
26.6,23,MXchip,Normale
28.39,23,MXchip03,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
26.7,23,MXchip,Normale
28.29,23,MXchip03,Normale
28.39,23,MXchip03,Normale
26.6,23,MXchip,Normale
28.29,23,MXchip03,Normale
26.5,23,MXchip,Normale
28.39,23,MXchip03,Normale
28.29,23,MXchip03,Normale
26.6,23,MXchip,Normale
28.39,23,MXchip03,Normale
26.5,23,MXchip,Normale
26.6,23,MXchip,Normale
28.29,23,MXchip03,Normale
28.39,23,MXchip03,Normale
26.5,23,MXchip,Normale
28.29,23,MXchip03,Normale
26.6,23,MXchip,Normale
28.29,23,MXchip03,Normale
28.29,23,MXchip03,Normale
26.5,22,MXchip,Normale
28.29,22,MXchip03,Normale
26.6,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
28.29,22,MXchip03,Normale
28.39,22,MXchip03,Normale
26.6,22,MXchip,Normale
28.29,22,MXchip03,Normale
26.5,22,MXchip,Normale
28.39,22,MXchip03,Normale
28.29,22,MXchip03,Normale
26.6,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.5,22,MXchip,Normale
28.29,22,MXchip03,Normale
28.39,22,MXchip03,Normale
28.29,22,MXchip03,Normale
26.6,22,MXchip,Normale
28.29,22,MXchip03,Normale
28.39,22,MXchip03,Normale
28.29,22,MXchip03,Normale
28.39,22,MXchip03,Normale
28.29,22,MXchip03,Normale
28.39,22,MXchip03,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
28.39,22,MXchip03,Normale
28.5,22,MXchip03,Normale
28.39,22,MXchip03,Normale
28.29,22,MXchip03,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
28.39,22,MXchip03,Normale
28.29,22,MXchip03,Normale
26.5,22,MXchip,Normale
28.39,22,MXchip03,Normale
28.29,22,MXchip03,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.6,22,MXchip,Normale
28.5,22,MXchip03,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
28.29,22,MXchip03,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.6,22,MXchip,Normale
28.29,22,MXchip03,Normale
28.39,22,MXchip03,Normale
28.29,22,MXchip03,Normale
26.5,22,MXchip,Normale
26.39,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.5,22,MXchip,Normale
26.39,22,MXchip,Normale
26.5,22,MXchip,Normale
26.39,22,MXchip,Normale
28.5,22,MXchip03,Normale
26.5,22,MXchip,Normale
26.39,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.5,22,MXchip,Normale
28.5,22,MXchip03,Normale
26.39,22,MXchip,Normale
26.29,22,MXchip,Normale
26.39,22,MXchip,Normale
26.29,22,MXchip,Normale
26.39,22,MXchip,Normale
26.5,22,MXchip,Normale
26.39,22,MXchip,Normale
26.5,22,MXchip,Normale
26.39,22,MXchip,Normale
26.5,22,MXchip,Normale
26.39,22,MXchip,Normale
26.5,22,MXchip,Normale
26.39,22,MXchip,Normale
26.5,22,MXchip,Normale
26.39,22,MXchip,Normale
26.5,22,MXchip,Normale
26.39,22,MXchip,Normale
26.29,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.39,22,MXchip,Normale
28.5,22,MXchip03,Normale
26.5,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.39,22,MXchip,Normale
28.5,22,MXchip03,Normale
28.39,22,MXchip03,Normale
28.5,22,MXchip03,Normale
26.5,22,MXchip,Normale
28.39,22,MXchip03,Normale
28.5,22,MXchip03,Normale
28.39,22,MXchip03,Normale
28.5,22,MXchip03,Normale
28.39,22,MXchip03,Normale
28.39,22,MXchip03,Normale
26.5,22,MXchip,Normale
28.5,22,MXchip03,Normale
28.39,22,MXchip03,Normale
28.5,22,MXchip03,Normale
26.39,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.5,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.39,22,MXchip,Normale
28.5,22,MXchip03,Normale
26.5,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.39,22,MXchip,Normale
26.5,22,MXchip,Normale
28.5,22,MXchip03,Normale
26.29,22,MXchip,Normale
28.39,22,MXchip03,Normale
28.39,22,MXchip03,Normale
26.39,22,MXchip,Normale
26.5,22,MXchip,Normale
28.5,22,MXchip03,Normale
28.39,22,MXchip03,Normale
26.39,22,MXchip,Normale
28.5,22,MXchip03,Normale
26.29,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.39,22,MXchip,Normale
26.5,22,MXchip,Normale
28.5,22,MXchip03,Normale
28.39,22,MXchip03,Normale
28.5,22,MXchip03,Normale
26.39,22,MXchip,Normale
28.5,22,MXchip03,Normale
28.39,22,MXchip03,Normale
28.5,22,MXchip03,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.5,22,MXchip,Normale
26.39,22,MXchip,Normale
26.5,22,MXchip,Normale
28.5,22,MXchip03,Normale
26.39,22,MXchip,Normale
28.6,22,MXchip03,Normale
28.5,22,MXchip03,Normale
26.5,22,MXchip,Normale
26.39,22,MXchip,Normale
28.6,22,MXchip03,Normale
28.5,22,MXchip03,Normale
28.6,22,MXchip03,Normale
26.5,22,MXchip,Normale
26.6,22,MXchip,Normale
26.39,22,MXchip,Normale
26.5,22,MXchip,Normale
28.6,22,MXchip03,Normale
26.39,22,MXchip,Normale
26.5,22,MXchip,Normale
26.39,22,MXchip,Normale
26.29,22,MXchip,Normale
26.39,22,MXchip,Normale
26.5,22,MXchip,Normale
28.5,22,MXchip03,Normale
26.39,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.29,22,MXchip,Normale
28.5,22,MXchip03,Normale
28.39,22,MXchip03,Normale
28.39,22,MXchip03,Normale
28.5,22,MXchip03,Normale
26.39,22,MXchip,Normale
28.39,22,MXchip03,Normale
26.29,22,MXchip,Normale
28.5,22,MXchip03,Normale
28.39,22,MXchip03,Normale
26.39,22,MXchip,Normale
28.5,22,MXchip03,Normale
28.39,22,MXchip03,Normale
28.5,22,MXchip03,Normale
28.6,22,MXchip03,Normale
28.5,22,MXchip03,Normale
28.6,22,MXchip03,Normale
28.5,22,MXchip03,Normale
28.6,22,MXchip03,Normale
26.29,22,MXchip,Normale
26.2,22,MXchip,Normale
26.29,22,MXchip,Normale
26.2,22,MXchip,Normale
28.5,22,MXchip03,Normale
28.6,22,MXchip03,Normale
28.5,22,MXchip03,Normale
26.29,22,MXchip,Normale
28.6,22,MXchip03,Normale
26.2,22,MXchip,Normale
26.29,22,MXchip,Normale
26.2,22,MXchip,Normale
28.5,22,MXchip03,Normale
26.29,22,MXchip,Normale
28.6,22,MXchip03,Normale
26.2,22,MXchip,Normale
26.29,22,MXchip,Normale
26.2,22,MXchip,Normale
26.29,22,MXchip,Normale
26.2,22,MXchip,Normale
26.29,22,MXchip,Normale
28.5,22,MXchip03,Normale
28.5,22,MXchip03,Normale
28.6,22,MXchip03,Normale
28.5,22,MXchip03,Normale
28.6,22,MXchip03,Normale
26.2,22,MXchip,Normale
26.1,22,MXchip,Normale
28.6,22,MXchip03,Normale
28.5,22,MXchip03,Normale
26.2,22,MXchip,Normale
28.5,22,MXchip03,Normale
28.6,22,MXchip03,Normale
26.29,22,MXchip,Normale
26.2,22,MXchip,Normale
26.29,22,MXchip,Normale
28.5,22,MXchip03,Normale
28.6,22,MXchip03,Normale
26.2,22,MXchip,Normale
26.29,22,MXchip,Normale
26.2,22,MXchip,Normale
26.29,22,MXchip,Normale
28.5,22,MXchip03,Normale
28.6,22,MXchip03,Normale
26.2,22,MXchip,Normale
26.1,22,MXchip,Normale
28.5,22,MXchip03,Normale
26.2,22,MXchip,Normale
28.6,22,MXchip03,Normale
26.1,22,MXchip,Normale
28.5,22,MXchip03,Normale
26.2,22,MXchip,Normale
26.1,22,MXchip,Normale
26.2,22,MXchip,Normale
26.1,22,MXchip,Normale
26.0,22,MXchip,Normale
28.6,22,MXchip03,Normale
28.5,22,MXchip03,Normale
28.6,22,MXchip03,Normale
28.5,22,MXchip03,Normale
26.1,22,MXchip,Normale
26.0,22,MXchip,Normale
25.89,22,MXchip,Normale
26.0,22,MXchip,Normale
25.89,22,MXchip,Normale
25.79,22,MXchip,Normale
25.7,22,MXchip,Normale
25.79,22,MXchip,Normale
25.7,22,MXchip,Normale
25.6,22,MXchip,Normale
25.7,22,MXchip,Normale
25.6,22,MXchip,Normale
25.5,22,MXchip,Normale
25.39,22,MXchip,Normale
25.29,22,MXchip,Normale
25.2,22,MXchip,Normale
25.29,22,MXchip,Normale
25.2,22,MXchip,Normale
28.6,22,MXchip03,Normale
25.1,22,MXchip,Normale
28.5,22,MXchip03,Normale
25.2,22,MXchip,Normale
25.1,22,MXchip,Normale
25.0,22,MXchip,Normale
24.89,22,MXchip,Normale
24.79,22,MXchip,Normale
24.7,22,MXchip,Normale
24.79,22,MXchip,Normale
24.7,22,MXchip,Normale
24.79,22,MXchip,Normale
24.7,22,MXchip,Normale
24.6,22,MXchip,Normale
24.5,22,MXchip,Normale
24.6,21,MXchip,Normale
24.7,21,MXchip,Normale
24.79,21,MXchip,Normale
24.7,21,MXchip,Normale
24.79,21,MXchip,Normale
24.89,21,MXchip,Normale
25.0,21,MXchip,Normale
24.89,21,MXchip,Normale
25.0,21,MXchip,Normale
24.89,21,MXchip,Normale
24.79,21,MXchip,Normale
28.7,21,MXchip03,Normale
24.89,21,MXchip,Normale
24.79,21,MXchip,Normale
24.89,21,MXchip,Normale
24.79,21,MXchip,Normale
24.89,21,MXchip,Normale
24.79,21,MXchip,Normale
28.6,21,MXchip03,Normale
28.5,21,MXchip03,Normale
24.89,21,MXchip,Normale
25.0,21,MXchip,Normale
24.89,21,MXchip,Normale
25.0,21,MXchip,Normale
24.89,21,MXchip,Normale
25.1,21,MXchip,Normale
25.2,21,MXchip,Normale
25.1,21,MXchip,Normale
25.2,21,MXchip,Normale
25.29,21,MXchip,Normale
25.2,21,MXchip,Normale
25.29,21,MXchip,Normale
25.39,21,MXchip,Normale
25.29,21,MXchip,Normale
25.39,21,MXchip,Normale
25.29,21,MXchip,Normale
25.39,21,MXchip,Normale
25.29,21,MXchip,Normale
25.1,21,MXchip,Normale
25.29,21,MXchip,Normale
25.39,21,MXchip,Normale
25.5,21,MXchip,Normale
25.6,21,MXchip,Normale
28.6,21,MXchip03,Normale
25.7,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.6,21,MXchip03,Normale
25.6,21,MXchip,Normale
25.7,21,MXchip,Normale
28.6,21,MXchip03,Normale
28.7,21,MXchip03,Normale
25.79,21,MXchip,Normale
25.89,21,MXchip,Normale
25.79,21,MXchip,Normale
25.89,21,MXchip,Normale
28.6,21,MXchip03,Normale
28.7,21,MXchip03,Normale
28.6,21,MXchip03,Normale
26.0,21,MXchip,Normale
25.89,21,MXchip,Normale
26.0,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.1,21,MXchip,Normale
26.2,21,MXchip,Normale
26.29,21,MXchip,Normale
28.6,21,MXchip03,Normale
28.7,21,MXchip03,Normale
26.39,21,MXchip,Normale
28.6,21,MXchip03,Normale
26.29,21,MXchip,Normale
26.39,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.6,21,MXchip03,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
28.6,21,MXchip03,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.6,21,MXchip03,Normale
26.6,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.6,21,MXchip03,Normale
26.5,21,MXchip,Normale
28.6,21,MXchip03,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.5,21,MXchip,Normale
28.6,21,MXchip03,Normale
28.7,21,MXchip03,Normale
26.6,21,MXchip,Normale
28.79,21,MXchip03,Anormale
26.5,21,MXchip,Normale
26.39,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.6,21,MXchip,Normale
28.79,21,MXchip03,Anormale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
28.7,21,MXchip03,Normale
28.6,21,MXchip03,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.7,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.6,21,MXchip,Normale
26.7,21,MXchip,Normale
26.6,21,MXchip,Normale
26.7,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.6,21,MXchip,Normale
28.79,21,MXchip03,Anormale
26.7,21,MXchip,Normale
26.6,21,MXchip,Normale
26.7,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.6,21,MXchip,Normale
26.7,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
28.79,21,MXchip03,Anormale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.6,21,MXchip,Normale
28.79,21,MXchip03,Anormale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.6,21,MXchip,Normale
28.79,21,MXchip03,Anormale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
28.79,21,MXchip03,Anormale
26.6,21,MXchip,Normale
26.7,21,MXchip,Normale
26.6,21,MXchip,Normale
26.7,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
28.7,21,MXchip03,Normale
26.6,21,MXchip,Normale
26.7,21,MXchip,Normale
28.79,21,MXchip03,Anormale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
26.6,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.5,21,MXchip,Normale
28.6,21,MXchip03,Normale
28.7,21,MXchip03,Normale
26.6,21,MXchip,Normale
28.6,21,MXchip03,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.6,21,MXchip,Normale
28.79,21,MXchip03,Anormale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.6,21,MXchip03,Normale
26.5,21,MXchip,Normale
28.79,21,MXchip03,Anormale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.39,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
26.6,21,MXchip,Normale
28.79,21,MXchip03,Anormale
26.7,21,MXchip,Normale
26.6,21,MXchip,Normale
26.7,21,MXchip,Normale
26.6,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.7,21,MXchip,Normale
26.6,21,MXchip,Normale
26.7,21,MXchip,Normale
28.79,21,MXchip03,Anormale
28.7,21,MXchip03,Normale
26.6,21,MXchip,Normale
26.7,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.6,21,MXchip03,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
26.6,21,MXchip,Normale
26.7,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.6,21,MXchip,Normale
28.79,21,MXchip03,Anormale
28.7,21,MXchip03,Normale
26.7,21,MXchip,Normale
26.6,21,MXchip,Normale
26.7,21,MXchip,Normale
26.6,21,MXchip,Normale
28.79,21,MXchip03,Anormale
26.7,21,MXchip,Normale
26.6,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
28.79,21,MXchip03,Anormale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
28.7,21,MXchip03,Normale
26.6,21,MXchip,Normale
26.5,21,MXchip,Normale
28.79,21,MXchip03,Anormale
28.79,21,MXchip03,Anormale
28.79,21,MXchip03,Anormale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
26.6,20,MXchip,Normale
28.79,20,MXchip03,Normale
26.7,20,MXchip,Normale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
26.6,20,MXchip,Normale
26.7,20,MXchip,Normale
28.79,20,MXchip03,Normale
26.6,20,MXchip,Normale
26.7,20,MXchip,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
26.6,20,MXchip,Normale
28.79,20,MXchip03,Normale
26.7,20,MXchip,Normale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
26.6,20,MXchip,Normale
26.7,20,MXchip,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
26.6,20,MXchip,Normale
26.5,20,MXchip,Normale
28.7,20,MXchip03,Normale
28.6,20,MXchip03,Normale
26.6,20,MXchip,Normale
28.6,20,MXchip03,Normale
26.7,20,MXchip,Normale
28.7,20,MXchip03,Normale
28.6,20,MXchip03,Normale
26.6,20,MXchip,Normale
26.5,20,MXchip,Normale
26.6,20,MXchip,Normale
28.6,20,MXchip03,Normale
26.7,20,MXchip,Normale
28.7,20,MXchip03,Normale
28.6,20,MXchip03,Normale
28.7,20,MXchip03,Normale
28.6,20,MXchip03,Normale
28.7,20,MXchip03,Normale
26.6,20,MXchip,Normale
26.5,20,MXchip,Normale
28.79,20,MXchip03,Normale
26.6,20,MXchip,Normale
28.7,20,MXchip03,Normale
26.7,20,MXchip,Normale
26.6,20,MXchip,Normale
26.5,20,MXchip,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
26.6,20,MXchip,Normale
26.7,20,MXchip,Normale
26.6,20,MXchip,Normale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
26.7,20,MXchip,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
26.6,20,MXchip,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
26.7,20,MXchip,Normale
26.79,20,MXchip,Normale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
26.7,20,MXchip,Normale
26.79,20,MXchip,Normale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
26.7,20,MXchip,Normale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
26.79,20,MXchip,Normale
26.7,20,MXchip,Normale
26.79,20,MXchip,Normale
26.7,20,MXchip,Normale
26.79,20,MXchip,Normale
26.7,20,MXchip,Normale
28.7,20,MXchip03,Normale
26.79,20,MXchip,Normale
28.6,20,MXchip03,Normale
28.7,20,MXchip03,Normale
26.7,20,MXchip,Normale
28.6,20,MXchip03,Normale
26.79,20,MXchip,Normale
26.7,20,MXchip,Normale
26.79,20,MXchip,Normale
26.7,20,MXchip,Normale
28.7,20,MXchip03,Normale
26.79,20,MXchip,Normale
26.7,20,MXchip,Normale
28.7,20,MXchip03,Normale
26.79,20,MXchip,Normale
28.79,20,MXchip03,Normale
26.7,20,MXchip,Normale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
26.79,20,MXchip,Normale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
26.7,20,MXchip,Normale
28.7,20,MXchip03,Normale
26.79,20,MXchip,Normale
26.7,20,MXchip,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
26.79,20,MXchip,Normale
26.7,20,MXchip,Normale
26.79,20,MXchip,Normale
26.7,20,MXchip,Normale
26.79,20,MXchip,Normale
26.7,20,MXchip,Normale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
26.6,20,MXchip,Normale
28.7,20,MXchip03,Normale
26.7,20,MXchip,Normale
26.6,20,MXchip,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
26.7,20,MXchip,Normale
26.6,20,MXchip,Normale
26.7,20,MXchip,Normale
26.6,20,MXchip,Normale
26.7,20,MXchip,Normale
26.6,20,MXchip,Normale
26.7,20,MXchip,Normale
28.79,20,MXchip03,Normale
26.6,20,MXchip,Normale
26.7,20,MXchip,Normale
26.79,20,MXchip,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
26.7,20,MXchip,Normale
28.79,20,MXchip03,Normale
26.6,20,MXchip,Normale
28.89,20,MXchip03,Anormale
26.7,20,MXchip,Normale
26.6,20,MXchip,Normale
26.7,20,MXchip,Normale
26.6,20,MXchip,Normale
26.7,20,MXchip,Normale
26.6,20,MXchip,Normale
28.79,20,MXchip03,Normale
28.7,20,MXchip03,Normale
28.7,20,MXchip03,Normale
28.7,20,MXchip03,Normale
26.7,20,MXchip,Normale
26.6,20,MXchip,Normale
26.7,20,MXchip,Normale
26.79,20,MXchip,Normale
26.7,20,MXchip,Normale
28.7,20,MXchip03,Normale
26.79,20,MXchip,Normale
28.7,20,MXchip03,Normale
28.79,20,MXchip03,Normale
28.89,20,MXchip03,Anormale
26.7,20,MXchip,Normale
26.79,20,MXchip,Normale
28.79,20,MXchip03,Normale
26.7,20,MXchip,Normale
28.7,20,MXchip03,Normale
26.79,20,MXchip,Normale
26.7,20,MXchip,Normale
